X,Y
1.1133204770246186,5.107496168672377
5.041684411005461,17.828057155387494
3.225619694399151,11.890334424890725
7.899782883518812,26.753356856646732
5.116987632195805,17.852507751325064
1.3324609286530642,5.733732034858299
3.713843770185105,13.22403495418915
3.8928455241598883,13.814937386488465
8.149447410081429,27.39497767471507
4.085259552760502,14.392519390555961
4.33627283437702,15.437025706159048
0.3810281388451786,2.782947074900707
2.332695933366721,9.061294724704622
3.8702103349536254,13.97278173367832
5.65897354476823,19.59392161339153
5.144883516535629,18.019477468831166
3.663262723014824,13.066255667838295
7.636120050155867,25.777597904798593
2.6405589047035827,9.800276047208667
9.602310513965465,32.09004663250825
9.240653900371264,31.226938235884013
5.391093366881252,18.831770186026585
1.4259934158042664,6.0400027877154425
2.239708838536496,8.59114432563803
2.5191287297851983,9.531622890995813
1.7526791085811833,6.961669933099324
9.367566257783054,31.45605008486373
2.0480432208617527,7.879803003765409
8.587504628523172,29.17303621322872
3.3854291145178728,12.50509553016109
1.978391889593959,7.637623165820675
8.176770059234212,27.848668571518026
8.13849568684051,27.350683216235634
8.872177086569359,29.989916725543036
8.868062050849018,30.052834019528596
9.914106006812379,33.267930352877904
2.4480395872732643,9.288320667188668
3.545688970329607,12.846092341272866
4.833021776591227,17.0631825137962
4.062867969600056,14.639306460169575
2.9220661167391726,11.031459432642563
9.101450771424258,30.771768095267156
6.995482063549114,24.023034527528136
6.188910072261079,21.39301277750339
2.008231704068625,8.014898636177659
9.275515885622912,31.207247798049632
0.5670094020849537,3.3887867718828124
8.430398199604305,28.45581588044056
9.1026338016379,30.762187139483277
9.363917761915815,31.606167893379023
3.4756139834446422,12.519568556569848
5.000357334821994,17.479339608708134
4.907784665209688,17.086835203888107
2.6187130615017895,9.913874258415468
7.964622285320926,26.938266405420023
3.317976072808295,12.153777508862655
1.9307682649627134,7.742008713371964
6.241591604619004,21.628596218780945
4.661148329697831,16.322603072427125
2.778873297603827,10.576306871156405
5.82635372263593,20.30809603099106
8.898262710462216,29.92592787792386
3.5262267251160653,12.946390142466546
6.488953060947413,22.286082922072946
1.599279847168138,6.6123196536959465
0.24554346653802406,2.1129493564360686
5.561350200634417,19.47060560356538
9.437417534603872,31.846968243963442
8.787480411575805,29.612124885765198
2.339965512477372,9.063986296984618
7.668563910341005,25.97285671257203
6.677160369176487,22.88382259824994
0.6261874473707607,3.3756153630085564
0.20331522122394197,2.079721731713331
0.178741780783086,2.1627715331841832
1.0694717043182311,4.9431375575209335
1.9441865821432414,7.806619783113547
6.2059744272904025,21.434968810606403
6.056870031341228,20.907183525519336
1.024315148614252,4.623084463528582
5.875462398170647,20.339204414676097
2.2797455452667648,8.761398791836012
0.8678080291311119,4.137266493951881
7.375599956782377,24.944202425801084
1.9497941490944803,7.860431024747904
5.592354619828207,19.457461833110198
6.320203770254062,21.565162175238243
0.9980620052065836,4.833891452154788
0.45383527354141195,2.886064493078498
9.198673654097222,30.84181526443776
6.4196103468177625,22.221093911421978
1.229111916185729,5.2552703599275725
4.268373930656991,15.337676785420104
8.687235993421018,29.35590819084056
5.92525561722582,20.419936091216417
7.768626623715482,26.30133165193522
8.569622920506944,28.74042110726982
7.774372648760797,26.34859011659334
7.7838603346905835,26.448906934227537
4.535672926151872,16.04807780679038
